Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,AFF GDP Q_n-4,AFF GDP Q_n-5,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,NINO3.4 SST Q_n-4,NINO3.4 SST Q_n-5,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,Area Harvested Q_n-4,Area Harvested Q_n-5,PALAY YIELD Q_n
0.8747483147825266,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.08207521749385206,1.3305359909762249,5.635290049189892,-0.5358713791280569,0.01910134016980692,1.3576558575781843,-0.15965431645183248
0.8747483147825266,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.4341612706251034,-0.0827245170655082,1.3373352958915452,5.646174642390015,-0.5379036421771243,0.020162484846055973,-0.3789598061973115
0.8747483147825266,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,5.283652506243952,-0.43564041794372627,-0.07904525025220319,1.342380840501024,5.663096991021396,-0.5382007123246458,3.458553535183415
-0.9817436506900276,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,0.36241351021483176,1.6195757107000144,1.1452836964144268,-0.15365025764210494,0.3815966461416193,1.1231916579004437,0.10547537331716668
-0.9817436506900276,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.05339852538361439,0.36281184648663134,1.6270131251028654,1.150068326545828,-0.15451060237988593,0.3835417084015921,-0.11129767778239778
-0.9817436506900276,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,1.5341750128303762,-0.05398023554601532,0.3674747185320971,1.632452215716778,1.1532052796958097,-0.15387279738896797,0.7725234096417921
-0.05349766795375048,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,1.4616867077739422,4.014932503991087,4.96470988101562,0.19010836105280793,1.4047818445942073,4.056008451120292,1.2576425324402034
-0.05349766795375048,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,1.0068425079143393,1.464675971400525,4.027658118566846,4.974683447829789,0.19030200573964293,1.4092218671293026,1.0107390069403412
-0.05349766795375048,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,4.277578558043113,1.0087597284107908,1.4717714155255281,4.036358640156728,4.98954695464805,0.19178061038337124,3.842559961681441
0.6637833187061,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,0.027852102262058986,0.16319878037904195,-0.08784761522823778,-0.05909660494746689,-0.0620783181520402,0.061254148707103294,0.08401434216456206
0.6637833187061,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,0.030241826604578793,0.02746189542588116,0.16742096907676546,-0.08473827347482635,-0.059667041172183355,-0.06121512397680245,0.054826600398874985
0.6637833187061,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.14978407386524656,0.029857252219172233,0.031384419447139905,0.17087710965728833,-0.08538732895732304,-0.05879796727909378,-0.17797290548906863
0.9591343132130972,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.3799941855279878,-0.3030973420482869,-0.3135082446138519,-0.5518974219576567,-0.4060871672782834,-0.382696964772055,-0.35873726693723446
0.9591343132130972,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.5432920156001745,-0.38134566396246194,-0.2999045896508894,-0.3107054773721817,-0.5539788220428365,-0.4060628128499055,-0.46850092153169287
0.9591343132130972,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.3600798160069894,-0.5450283781706853,-0.3783256594373794,-0.29708334096702194,-0.3120473650638665,-0.5543150903093703,-0.3789413212436917
-1.4036736428428807,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.29715040832063455,-0.37016733226043697,-0.42233748431755236,-0.5382752855524969,-0.33294509888929247,-0.4729374814865119,-0.2926535577463977
-1.4036736428428807,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.49071808006473877,-0.29830662846170475,-0.3671226494678808,-0.41968256861345943,-0.5403149191569812,-0.3327423930194093,-0.4515317341087032
-1.4036736428428807,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.2581182440594777,-0.49233052871828165,-0.2951032996639614,-0.36439272085134056,-0.4213585881507101,-0.5406178690223545,-0.33566804481970597
-1.0239366499053129,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,0.1664561141282077,0.6422701390372565,1.4261591606497126,-0.4781776249414982,-0.15370684338660032,1.2601638707706015,0.140116176400699
-1.0239366499053129,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.36963871337706866,0.16639258943676338,0.6475499677695615,1.4313253782053021,-0.48003299466056,-0.15306707848973175,-0.2726528379297584
-1.0239366499053129,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,1.3055580507293147,-0.3709657845248673,0.17062182906805076,0.6516583945452784,1.4353246863390607,-0.48018895157963787,1.0125135624878434
0.6215903194908147,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,2.163469089693925,0.7788054762548478,6.463512571934965,-0.6015781547294157,4.637500515588951,-0.024152054611936237,2.648413472887806
0.6215903194908147,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.47637973400961997,2.16811241636367,0.7843867323970084,6.475522358821798,-0.6038118796265447,4.6498232798573875,-0.40202902831484
0.6215903194908147,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,6.532681762600969,-0.47795838795853524,2.176760828606117,0.7886810607383554,6.4949875490720075,-0.604269662062016,2.9834162873397037
0.8325553155672413,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.10915876004240986,1.0055659193530693,0.8059925373381843,-0.5983729461634957,-0.07734973902446689,1.0385911734806406,-0.08255357490358625
0.8325553155672413,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.5289536695450556,-0.10987189405614035,1.0116477917782654,0.810316218558315,-0.6005968436534023,-0.07652378306229066,-0.4468365558892703
0.8325553155672413,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,0.7734460971282383,-0.5306562374109388,-0.1062525601781283,1.0162508689186707,0.8124114665427089,-0.6010467864650711,0.4178895744456513
1.465450303796521,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.6125940215332488,0.9193330747945907,2.8489414267760313,0.16446669252544846,-0.3353563758691493,0.4520278148366709,-0.5123102616106532
1.465450303796521,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.2143066311132813,-0.6144937251761264,0.925224572013562,2.8560405857567126,0.16458171795450324,-0.3351595497171179,-0.2896220253527481
1.465450303796521,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,2.5386558114695346,-0.21526759296094755,-0.6119884388012068,0.9297102376388325,2.864408176400884,0.16599760560781215,1.086397922106242
-1.2349016459817395,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.4317715462825836,-0.34860912112081727,-0.10145127019120034,-0.5567052348065366,-0.3787593615065725,-0.5349778367277009,-0.38435741265429735
-1.2349016459817395,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.4030948541723459,-0.4332450611504352,-0.345516844526705,-0.09836040987998607,-0.5588013760025503,-0.3786683702758739,-0.43158646915292337
-1.2349016459817395,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.2127134815516014,-0.40450077963094233,-0.43033963429576566,-0.342757563031381,-0.09905123184317849,-0.5591494037047876,-0.3484411477709978
-0.7285856553983157,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.5074461504623774,-0.3294462667744887,-0.04223536035242216,-0.5526987240991367,-0.5748765558682626,-0.32871379852322813,-0.4495168741641434
-0.7285856553983157,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.4779728835712998,-0.5090980262713192,-0.3263116845789932,-0.0390640514104673,-0.5547825810361222,-0.5752637816895121,-0.41027331762927727
-0.7285856553983157,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.02153553415001699,-0.4795552924873959,-0.5063600590887917,-0.3235263116358614,-0.03957306634004298,-0.5551208092086065,-0.22638499901936276
0.07308132969210548,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,0.16486296456652783,-0.07633689895006533,0.4795048182270829,-0.3812200658224202,-0.13843542251417362,0.26751818691157614,0.10878418001511346
0.07308132969210548,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.24537304756603875,0.16479568490790267,-0.07264353026963258,0.48338494483448186,-0.3827781564730006,-0.13775841940424352,-0.2103585442309836
0.07308132969210548,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,0.10352670644185283,-0.24640723127373151,0.1690213990724081,-0.06951353278670667,0.484477797282178,-0.382696964772055,0.061943307542503566
0.9169413139978119,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.18244363987968387,-0.06436011498360997,0.3962824584536649,-0.4621515821118985,-0.15772563835302839,-0.13372982490806243,-0.2039812352321476
0.9169413139978119,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.25254222059359815,-0.18332950238373324,-0.06064030530231267,0.4000495221205636,-0.4639578147948477,-0.15709567298591287,-0.19791817044484844
0.9169413139978119,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,0.31461902336443565,-0.2535933016536047,-0.17987233997769037,-0.05749400066450692,0.4008868619804741,-0.46407457359491344,-0.031960256846154014
1.0013273124283826,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.5074461504623774,-0.5011135036270156,-0.4583471592195121,-0.6119950825686554,-0.5507637860696941,-0.48985757837047256,-0.41487607108061103
1.0013273124283826,-1.8345479050460225,0.4519608831942951,-0.7754118072538541,-1.3452126862627403,-1.386455490737246,-1.3295904260622784,-1.4183227602902617,-1.3400354859261885,-0.457925099466233,0.16264180675950818,0.6800709549388134,1.3329135507726737,1.4568960660699408,-0.6094077224098892,-0.5090980262713192,-0.4983579091105784,-0.4557411649800587,-0.6142607465392578,-0.5510922147124254,-0.5053229491423633
1.0013273124283826,-1.8345479050460225,1.3426535178543535,-0.7754118072538541,-1.4037291570243537,-1.3467990170676387,-1.3697453456905595,-1.3145743337971962,-1.4079212627396975,-1.5495487905265555,-0.45072383861134074,0.17321166716485534,0.6954774228234458,1.3260579693377434,-0.45805851405030146,-0.611299916118405,-0.5063600590887917,-0.4958062720540578,-0.4575277428485628,-0.6147440077520869,-0.39777748898228266
0.28404632576853206,-1.8345479050460225,-0.4387317514657632,-0.7754118072538541,-1.3838994538637814,-1.3464619786906764,-1.4329763485690776,-1.3511094344105654,-1.3606137899359623,0.1468934320671904,0.6675464538635597,1.3183382062097244,1.464150400644578,0.8251349704202104,-0.6261357928075277,-0.5601989711948621,-0.6023858588273509,-0.6063859675782955,-0.6166720235191145,-0.5688180304956223,-0.5207578854149084
